,date_range,DMA,covid conspiracy,covid hoax,pizzagate,plandemic,wuhan lab
1891,2020-12-01 2020-12-31,Albany GA,0.0,0.0,63.0,0.0,0.0
1892,2020-12-01 2020-12-31,Albany-Schenectady-Troy NY,0.0,21.0,12.0,23.0,12.0
1893,2020-12-01 2020-12-31,Albuquerque-Santa Fe NM,34.0,56.0,0.0,0.0,0.0
1894,2020-12-01 2020-12-31,Alexandria LA,0.0,0.0,0.0,0.0,0.0
1895,2020-12-01 2020-12-31,Alpena MI,0.0,0.0,0.0,0.0,0.0
1896,2020-12-01 2020-12-31,Amarillo TX,0.0,0.0,0.0,0.0,0.0
1897,2020-12-01 2020-12-31,Anchorage AK,0.0,0.0,0.0,0.0,0.0
1898,2020-12-01 2020-12-31,Atlanta GA,12.0,10.0,6.0,4.0,4.0
1899,2020-12-01 2020-12-31,Augusta GA,0.0,0.0,0.0,0.0,0.0
1900,2020-12-01 2020-12-31,Austin TX,0.0,32.0,6.0,0.0,0.0
1901,2020-12-01 2020-12-31,Bakersfield CA,0.0,0.0,0.0,0.0,0.0
1902,2020-12-01 2020-12-31,Baltimore MD,16.0,0.0,5.0,0.0,10.0
1903,2020-12-01 2020-12-31,Bangor ME,0.0,0.0,0.0,0.0,0.0
1904,2020-12-01 2020-12-31,Baton Rouge LA,0.0,0.0,0.0,0.0,0.0
1905,2020-12-01 2020-12-31,Beaumont-Port Arthur TX,0.0,0.0,0.0,0.0,0.0
1906,2020-12-01 2020-12-31,Bend OR,0.0,0.0,86.0,0.0,0.0
1907,2020-12-01 2020-12-31,"Billings, MT",0.0,0.0,0.0,0.0,0.0
1908,2020-12-01 2020-12-31,Biloxi-Gulfport MS,0.0,0.0,56.0,0.0,0.0
1909,2020-12-01 2020-12-31,Binghamton NY,0.0,0.0,0.0,0.0,68.0
1910,2020-12-01 2020-12-31,Birmingham AL,30.0,0.0,0.0,0.0,10.0
1911,2020-12-01 2020-12-31,Bluefield-Beckley-Oak Hill WV,0.0,0.0,0.0,0.0,0.0
1912,2020-12-01 2020-12-31,Boise ID,0.0,0.0,0.0,0.0,24.0
1913,2020-12-01 2020-12-31,Boston MA-Manchester NH,8.0,8.0,0.0,0.0,7.0
1914,2020-12-01 2020-12-31,Bowling Green KY,0.0,0.0,0.0,0.0,0.0
1915,2020-12-01 2020-12-31,Buffalo NY,0.0,0.0,0.0,0.0,11.0
1916,2020-12-01 2020-12-31,Burlington VT-Plattsburgh NY,0.0,0.0,0.0,46.0,50.0
1917,2020-12-01 2020-12-31,Butte-Bozeman MT,0.0,0.0,0.0,0.0,0.0
1918,2020-12-01 2020-12-31,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
1919,2020-12-01 2020-12-31,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,0.0,0.0,0.0,0.0
1920,2020-12-01 2020-12-31,Champaign & Springfield-Decatur IL,0.0,0.0,0.0,0.0,0.0
1921,2020-12-01 2020-12-31,Charleston SC,0.0,0.0,0.0,0.0,20.0
1922,2020-12-01 2020-12-31,Charleston-Huntington WV,0.0,0.0,0.0,0.0,0.0
1923,2020-12-01 2020-12-31,Charlotte NC,31.0,0.0,10.0,9.0,0.0
1924,2020-12-01 2020-12-31,Charlottesville VA,0.0,0.0,86.0,0.0,0.0
1925,2020-12-01 2020-12-31,Chattanooga TN,0.0,0.0,0.0,0.0,0.0
1926,2020-12-01 2020-12-31,Cheyenne WY-Scottsbluff NE,0.0,0.0,0.0,0.0,0.0
1927,2020-12-01 2020-12-31,Chicago IL,20.0,16.0,6.0,3.0,5.0
1928,2020-12-01 2020-12-31,Chico-Redding CA,0.0,0.0,0.0,0.0,94.0
1929,2020-12-01 2020-12-31,Cincinnati OH,0.0,24.0,7.0,0.0,7.0
1930,2020-12-01 2020-12-31,Clarksburg-Weston WV,0.0,0.0,0.0,0.0,0.0
1931,2020-12-01 2020-12-31,Cleveland-Akron (Canton) OH,40.0,7.0,4.0,8.0,9.0
1932,2020-12-01 2020-12-31,Colorado Springs-Pueblo CO,0.0,0.0,0.0,0.0,0.0
1933,2020-12-01 2020-12-31,Columbia SC,0.0,0.0,35.0,0.0,0.0
1934,2020-12-01 2020-12-31,Columbia-Jefferson City MO,0.0,0.0,0.0,0.0,0.0
1935,2020-12-01 2020-12-31,Columbus GA,0.0,0.0,0.0,0.0,0.0
1936,2020-12-01 2020-12-31,Columbus OH,43.0,12.0,13.0,0.0,0.0
1937,2020-12-01 2020-12-31,Columbus-Tupelo-West Point MS,0.0,0.0,0.0,0.0,0.0
1938,2020-12-01 2020-12-31,Corpus Christi TX,0.0,0.0,0.0,0.0,0.0
1939,2020-12-01 2020-12-31,Dallas-Ft. Worth TX,17.0,9.0,7.0,10.0,0.0
1940,2020-12-01 2020-12-31,Davenport IA-Rock Island-Moline IL,0.0,0.0,30.0,0.0,0.0
1941,2020-12-01 2020-12-31,Dayton OH,0.0,30.0,0.0,0.0,18.0
1942,2020-12-01 2020-12-31,Denver CO,57.0,12.0,11.0,20.0,4.0
1943,2020-12-01 2020-12-31,Des Moines-Ames IA,0.0,0.0,0.0,31.0,0.0
1944,2020-12-01 2020-12-31,Detroit MI,11.0,12.0,10.0,0.0,3.0
1945,2020-12-01 2020-12-31,Dothan AL,0.0,0.0,88.0,0.0,0.0
1946,2020-12-01 2020-12-31,Duluth MN-Superior WI,0.0,0.0,0.0,0.0,0.0
1947,2020-12-01 2020-12-31,El Paso TX,0.0,0.0,0.0,0.0,0.0
1948,2020-12-01 2020-12-31,Elmira NY,0.0,0.0,93.0,0.0,0.0
1949,2020-12-01 2020-12-31,Erie PA,0.0,0.0,0.0,0.0,0.0
1950,2020-12-01 2020-12-31,Eugene OR,0.0,0.0,0.0,0.0,0.0
1951,2020-12-01 2020-12-31,Eureka CA,0.0,0.0,0.0,0.0,0.0
1952,2020-12-01 2020-12-31,Evansville IN,0.0,0.0,0.0,0.0,100.0
1953,2020-12-01 2020-12-31,Fairbanks AK,0.0,0.0,0.0,0.0,0.0
1954,2020-12-01 2020-12-31,Fargo-Valley City ND,0.0,0.0,0.0,0.0,0.0
1955,2020-12-01 2020-12-31,Flint-Saginaw-Bay City MI,0.0,0.0,0.0,0.0,0.0
1956,2020-12-01 2020-12-31,Florence-Myrtle Beach SC,0.0,0.0,0.0,0.0,0.0
1957,2020-12-01 2020-12-31,Fresno-Visalia CA,0.0,19.0,0.0,0.0,0.0
1958,2020-12-01 2020-12-31,Ft. Myers-Naples FL,42.0,0.0,0.0,0.0,0.0
1959,2020-12-01 2020-12-31,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,0.0,0.0,0.0
1960,2020-12-01 2020-12-31,Ft. Wayne IN,0.0,0.0,0.0,0.0,0.0
1961,2020-12-01 2020-12-31,Gainesville FL,0.0,0.0,0.0,0.0,0.0
1962,2020-12-01 2020-12-31,Glendive MT,0.0,0.0,0.0,0.0,0.0
1963,2020-12-01 2020-12-31,Grand Junction-Montrose CO,0.0,0.0,0.0,0.0,0.0
1964,2020-12-01 2020-12-31,Grand Rapids-Kalamazoo-Battle Creek MI,0.0,16.0,9.0,18.0,19.0
1965,2020-12-01 2020-12-31,Great Falls MT,0.0,0.0,0.0,0.0,0.0
1966,2020-12-01 2020-12-31,Green Bay-Appleton WI,0.0,0.0,0.0,35.0,19.0
1967,2020-12-01 2020-12-31,Greensboro-High Point-Winston Salem NC,0.0,18.0,10.0,0.0,0.0
1968,2020-12-01 2020-12-31,Greenville-New Bern-Washington NC,0.0,0.0,0.0,0.0,27.0
1969,2020-12-01 2020-12-31,Greenville-Spartanburg SC-Asheville NC-Anderson SC,0.0,15.0,26.0,0.0,9.0
1970,2020-12-01 2020-12-31,Greenwood-Greenville MS,0.0,0.0,0.0,0.0,0.0
1971,2020-12-01 2020-12-31,Harlingen-Weslaco-Brownsville-McAllen TX,0.0,0.0,14.0,26.0,0.0
1972,2020-12-01 2020-12-31,Harrisburg-Lancaster-Lebanon-York PA,31.0,0.0,0.0,19.0,0.0
1973,2020-12-01 2020-12-31,Harrisonburg VA,0.0,0.0,0.0,0.0,87.0
1974,2020-12-01 2020-12-31,Hartford & New Haven CT,37.0,0.0,6.0,0.0,0.0
1975,2020-12-01 2020-12-31,Hattiesburg-Laurel MS,0.0,0.0,0.0,0.0,0.0
1976,2020-12-01 2020-12-31,Helena MT,0.0,0.0,0.0,0.0,0.0
1977,2020-12-01 2020-12-31,Honolulu HI,0.0,0.0,0.0,0.0,0.0
1978,2020-12-01 2020-12-31,Houston TX,7.0,7.0,6.0,4.0,2.0
1979,2020-12-01 2020-12-31,Huntsville-Decatur (Florence) AL,0.0,0.0,0.0,38.0,0.0
1980,2020-12-01 2020-12-31,Idaho Falls-Pocatello ID,0.0,0.0,0.0,0.0,0.0
1981,2020-12-01 2020-12-31,Indianapolis IN,18.0,10.0,6.0,11.0,6.0
1982,2020-12-01 2020-12-31,Jackson MS,0.0,0.0,0.0,0.0,0.0
1983,2020-12-01 2020-12-31,Jackson TN,0.0,0.0,0.0,0.0,0.0
1984,2020-12-01 2020-12-31,Jacksonville FL,28.0,31.0,0.0,0.0,9.0
1985,2020-12-01 2020-12-31,Johnstown-Altoona PA,0.0,0.0,27.0,0.0,0.0
1986,2020-12-01 2020-12-31,Jonesboro AR,0.0,0.0,0.0,0.0,0.0
1987,2020-12-01 2020-12-31,Joplin MO-Pittsburg KS,0.0,0.0,0.0,0.0,0.0
1988,2020-12-01 2020-12-31,Juneau AK,0.0,0.0,0.0,0.0,0.0
1989,2020-12-01 2020-12-31,Kansas City MO,0.0,0.0,0.0,0.0,7.0
1990,2020-12-01 2020-12-31,Knoxville TN,0.0,0.0,28.0,0.0,0.0
1991,2020-12-01 2020-12-31,La Crosse-Eau Claire WI,0.0,0.0,0.0,0.0,0.0
1992,2020-12-01 2020-12-31,Lafayette IN,0.0,0.0,0.0,0.0,0.0
1993,2020-12-01 2020-12-31,Lafayette LA,0.0,0.0,39.0,0.0,0.0
1994,2020-12-01 2020-12-31,Lake Charles LA,0.0,0.0,0.0,0.0,0.0
1995,2020-12-01 2020-12-31,Lansing MI,0.0,0.0,0.0,0.0,0.0
1996,2020-12-01 2020-12-31,Laredo TX,0.0,0.0,0.0,0.0,0.0
1997,2020-12-01 2020-12-31,Las Vegas NV,0.0,13.0,7.0,28.0,0.0
1998,2020-12-01 2020-12-31,Lexington KY,0.0,0.0,0.0,0.0,0.0
1999,2020-12-01 2020-12-31,Lima OH,0.0,0.0,0.0,0.0,0.0
2000,2020-12-01 2020-12-31,Lincoln & Hastings-Kearney NE,0.0,0.0,0.0,0.0,0.0
2001,2020-12-01 2020-12-31,Little Rock-Pine Bluff AR,0.0,50.0,0.0,0.0,0.0
2002,2020-12-01 2020-12-31,Los Angeles CA,18.0,6.0,1.0,14.0,2.0
2003,2020-12-01 2020-12-31,Louisville KY,0.0,0.0,0.0,0.0,0.0
2004,2020-12-01 2020-12-31,Lubbock TX,0.0,0.0,0.0,0.0,0.0
2005,2020-12-01 2020-12-31,Macon GA,0.0,0.0,0.0,0.0,0.0
2006,2020-12-01 2020-12-31,Madison WI,0.0,0.0,0.0,0.0,0.0
2007,2020-12-01 2020-12-31,Mankato MN,0.0,0.0,0.0,0.0,0.0
2008,2020-12-01 2020-12-31,Marquette MI,0.0,0.0,0.0,0.0,0.0
2009,2020-12-01 2020-12-31,Medford-Klamath Falls OR,0.0,0.0,0.0,0.0,47.0
2010,2020-12-01 2020-12-31,Memphis TN,0.0,20.0,0.0,0.0,12.0
2011,2020-12-01 2020-12-31,Meridian MS,0.0,0.0,0.0,0.0,0.0
2012,2020-12-01 2020-12-31,Miami-Ft. Lauderdale FL,0.0,11.0,0.0,6.0,3.0
2013,2020-12-01 2020-12-31,Milwaukee WI,44.0,0.0,0.0,0.0,0.0
2014,2020-12-01 2020-12-31,Minneapolis-St. Paul MN,68.0,6.0,7.0,7.0,4.0
2015,2020-12-01 2020-12-31,Minot-Bismarck-Dickinson(Williston) ND,0.0,0.0,0.0,0.0,0.0
2016,2020-12-01 2020-12-31,Missoula MT,0.0,0.0,0.0,0.0,0.0
2017,2020-12-01 2020-12-31,Mobile AL-Pensacola (Ft. Walton Beach) FL,0.0,0.0,0.0,0.0,0.0
2018,2020-12-01 2020-12-31,Monroe LA-El Dorado AR,0.0,0.0,0.0,0.0,0.0
2019,2020-12-01 2020-12-31,Monterey-Salinas CA,0.0,0.0,0.0,57.0,31.0
2020,2020-12-01 2020-12-31,Montgomery (Selma) AL,0.0,0.0,36.0,0.0,0.0
2021,2020-12-01 2020-12-31,Nashville TN,18.0,0.0,0.0,0.0,6.0
2022,2020-12-01 2020-12-31,New Orleans LA,34.0,0.0,10.0,0.0,0.0
2023,2020-12-01 2020-12-31,New York NY,19.0,14.0,6.0,4.0,4.0
2024,2020-12-01 2020-12-31,Norfolk-Portsmouth-Newport News VA,52.0,0.0,0.0,0.0,8.0
2025,2020-12-01 2020-12-31,North Platte NE,0.0,0.0,0.0,0.0,0.0
2026,2020-12-01 2020-12-31,Odessa-Midland TX,0.0,0.0,0.0,0.0,0.0
2027,2020-12-01 2020-12-31,Oklahoma City OK,0.0,0.0,0.0,20.0,11.0
2028,2020-12-01 2020-12-31,Omaha NE,89.0,0.0,14.0,27.0,14.0
2029,2020-12-01 2020-12-31,Orlando-Daytona Beach-Melbourne FL,0.0,12.0,17.0,6.0,14.0
2030,2020-12-01 2020-12-31,Ottumwa IA-Kirksville MO,0.0,0.0,0.0,0.0,0.0
2031,2020-12-01 2020-12-31,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0,0.0,27.0,0.0,28.0
2032,2020-12-01 2020-12-31,Palm Springs CA,0.0,0.0,0.0,0.0,0.0
2033,2020-12-01 2020-12-31,Panama City FL,0.0,0.0,0.0,0.0,0.0
2034,2020-12-01 2020-12-31,Parkersburg WV,0.0,0.0,0.0,0.0,0.0
2035,2020-12-01 2020-12-31,Peoria-Bloomington IL,0.0,0.0,0.0,0.0,65.0
2036,2020-12-01 2020-12-31,Philadelphia PA,12.0,7.0,2.0,7.0,2.0
2037,2020-12-01 2020-12-31,Phoenix AZ,20.0,6.0,16.0,12.0,10.0
2038,2020-12-01 2020-12-31,Pittsburgh PA,20.0,0.0,18.0,0.0,6.0
2039,2020-12-01 2020-12-31,Portland OR,32.0,18.0,20.0,0.0,5.0
2040,2020-12-01 2020-12-31,Portland-Auburn ME,61.0,100.0,0.0,0.0,0.0
2041,2020-12-01 2020-12-31,Presque Isle ME,0.0,0.0,0.0,0.0,0.0
2042,2020-12-01 2020-12-31,Providence RI-New Bedford MA,35.0,0.0,0.0,21.0,0.0
2043,2020-12-01 2020-12-31,Quincy IL-Hannibal MO-Keokuk IA,0.0,0.0,100.0,0.0,0.0
2044,2020-12-01 2020-12-31,Raleigh-Durham (Fayetteville) NC,29.0,8.0,9.0,0.0,14.0
2045,2020-12-01 2020-12-31,Rapid City SD,0.0,0.0,0.0,0.0,0.0
2046,2020-12-01 2020-12-31,Reno NV,0.0,0.0,0.0,0.0,0.0
2047,2020-12-01 2020-12-31,Richmond-Petersburg VA,0.0,0.0,0.0,0.0,12.0
2048,2020-12-01 2020-12-31,Roanoke-Lynchburg VA,0.0,0.0,0.0,0.0,0.0
2049,2020-12-01 2020-12-31,Rochester MN-Mason City IA-Austin MN,0.0,0.0,0.0,100.0,0.0
2050,2020-12-01 2020-12-31,Rochester NY,56.0,0.0,17.0,0.0,0.0
2051,2020-12-01 2020-12-31,Rockford IL,0.0,0.0,0.0,0.0,44.0
2052,2020-12-01 2020-12-31,Sacramento-Stockton-Modesto CA,39.0,14.0,8.0,15.0,0.0
2053,2020-12-01 2020-12-31,Salisbury MD,0.0,0.0,0.0,0.0,0.0
2054,2020-12-01 2020-12-31,Salt Lake City UT,35.0,0.0,11.0,21.0,11.0
2055,2020-12-01 2020-12-31,San Angelo TX,0.0,0.0,0.0,0.0,0.0
2056,2020-12-01 2020-12-31,San Antonio TX,0.0,12.0,7.0,0.0,7.0
2057,2020-12-01 2020-12-31,San Diego CA,46.0,25.0,5.0,9.0,5.0
2058,2020-12-01 2020-12-31,San Francisco-Oakland-San Jose CA,12.0,20.0,8.0,7.0,8.0
2059,2020-12-01 2020-12-31,Santa Barbara-Santa Maria-San Luis Obispo CA,0.0,0.0,0.0,0.0,0.0
2060,2020-12-01 2020-12-31,Savannah GA,0.0,0.0,0.0,0.0,0.0
2061,2020-12-01 2020-12-31,Seattle-Tacoma WA,48.0,27.0,9.0,6.0,3.0
2062,2020-12-01 2020-12-31,Sherman TX-Ada OK,0.0,0.0,0.0,0.0,0.0
2063,2020-12-01 2020-12-31,Shreveport LA,0.0,0.0,0.0,0.0,0.0
2064,2020-12-01 2020-12-31,Sioux City IA,0.0,0.0,0.0,0.0,0.0
2065,2020-12-01 2020-12-31,Sioux Falls(Mitchell) SD,0.0,0.0,0.0,62.0,33.0
2066,2020-12-01 2020-12-31,South Bend-Elkhart IN,0.0,0.0,0.0,0.0,0.0
2067,2020-12-01 2020-12-31,Spokane WA,0.0,0.0,0.0,0.0,18.0
2068,2020-12-01 2020-12-31,Springfield MO,0.0,0.0,21.0,41.0,22.0
2069,2020-12-01 2020-12-31,Springfield-Holyoke MA,0.0,0.0,0.0,0.0,0.0
2070,2020-12-01 2020-12-31,St. Joseph MO,0.0,0.0,0.0,0.0,0.0
2071,2020-12-01 2020-12-31,St. Louis MO,0.0,30.0,0.0,0.0,0.0
2072,2020-12-01 2020-12-31,Syracuse NY,0.0,69.0,0.0,0.0,0.0
2073,2020-12-01 2020-12-31,Tallahassee FL-Thomasville GA,0.0,0.0,0.0,0.0,0.0
2074,2020-12-01 2020-12-31,Tampa-St. Petersburg (Sarasota) FL,31.0,11.0,10.0,6.0,10.0
2075,2020-12-01 2020-12-31,Terre Haute IN,0.0,0.0,0.0,0.0,0.0
2076,2020-12-01 2020-12-31,Toledo OH,0.0,0.0,37.0,0.0,0.0
2077,2020-12-01 2020-12-31,Topeka KS,0.0,0.0,0.0,0.0,0.0
2078,2020-12-01 2020-12-31,Traverse City-Cadillac MI,0.0,0.0,0.0,0.0,0.0
2079,2020-12-01 2020-12-31,Tri-Cities TN-VA,0.0,0.0,0.0,0.0,0.0
2080,2020-12-01 2020-12-31,Tucson (Sierra Vista) AZ,100.0,0.0,16.0,30.0,0.0
2081,2020-12-01 2020-12-31,Tulsa OK,0.0,0.0,0.0,0.0,0.0
2082,2020-12-01 2020-12-31,Twin Falls ID,0.0,0.0,0.0,0.0,0.0
2083,2020-12-01 2020-12-31,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,33.0,0.0,0.0
2084,2020-12-01 2020-12-31,Utica NY,0.0,0.0,0.0,0.0,0.0
2085,2020-12-01 2020-12-31,Victoria TX,0.0,0.0,0.0,0.0,0.0
2086,2020-12-01 2020-12-31,Waco-Temple-Bryan TX,0.0,0.0,39.0,0.0,0.0
2087,2020-12-01 2020-12-31,Washington DC (Hagerstown MD),19.0,4.0,6.0,15.0,0.0
2088,2020-12-01 2020-12-31,Watertown NY,0.0,0.0,0.0,0.0,0.0
2089,2020-12-01 2020-12-31,Wausau-Rhinelander WI,0.0,0.0,0.0,0.0,0.0
2090,2020-12-01 2020-12-31,West Palm Beach-Ft. Pierce FL,56.0,31.0,0.0,0.0,0.0
2091,2020-12-01 2020-12-31,Wheeling WV-Steubenville OH,0.0,0.0,0.0,0.0,0.0
2092,2020-12-01 2020-12-31,Wichita Falls TX & Lawton OK,0.0,0.0,0.0,0.0,0.0
2093,2020-12-01 2020-12-31,Wichita-Hutchinson KS,0.0,0.0,18.0,0.0,0.0
2094,2020-12-01 2020-12-31,Wilkes Barre-Scranton PA,0.0,0.0,0.0,0.0,0.0
2095,2020-12-01 2020-12-31,Wilmington NC,0.0,0.0,0.0,0.0,38.0
2096,2020-12-01 2020-12-31,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,0.0,0.0,0.0
2097,2020-12-01 2020-12-31,Youngstown OH,0.0,0.0,0.0,0.0,0.0
2098,2020-12-01 2020-12-31,Yuma AZ-El Centro CA,0.0,0.0,0.0,0.0,0.0
2099,2020-12-01 2020-12-31,Zanesville OH,0.0,0.0,0.0,0.0,0.0
2100,2021-01-01 2021-01-31,Abilene-Sweetwater TX,0.0,0.0,0.0,0.0,0.0
2101,2021-01-01 2021-01-31,Albany GA,0.0,0.0,0.0,0.0,0.0
2102,2021-01-01 2021-01-31,Albany-Schenectady-Troy NY,45.0,0.0,0.0,0.0,42.0
2103,2021-01-01 2021-01-31,Albuquerque-Santa Fe NM,83.0,0.0,10.0,0.0,39.0
2104,2021-01-01 2021-01-31,Alexandria LA,0.0,0.0,0.0,0.0,0.0
2105,2021-01-01 2021-01-31,Alpena MI,0.0,0.0,0.0,0.0,0.0
2106,2021-01-01 2021-01-31,Amarillo TX,0.0,0.0,0.0,0.0,0.0
2107,2021-01-01 2021-01-31,Anchorage AK,0.0,0.0,23.0,0.0,0.0
2108,2021-01-01 2021-01-31,Atlanta GA,7.0,0.0,4.0,4.0,3.0
2109,2021-01-01 2021-01-31,Augusta GA,0.0,0.0,0.0,0.0,0.0
2110,2021-01-01 2021-01-31,Austin TX,24.0,0.0,6.0,8.0,11.0
2111,2021-01-01 2021-01-31,Bakersfield CA,0.0,0.0,28.0,0.0,0.0
2112,2021-01-01 2021-01-31,Baltimore MD,20.0,14.0,5.0,0.0,9.0
2113,2021-01-01 2021-01-31,Bangor ME,0.0,0.0,0.0,0.0,0.0
2114,2021-01-01 2021-01-31,Baton Rouge LA,0.0,0.0,0.0,16.0,0.0
2115,2021-01-01 2021-01-31,Beaumont-Port Arthur TX,0.0,0.0,0.0,0.0,0.0
2116,2021-01-01 2021-01-31,Bend OR,0.0,0.0,0.0,0.0,0.0
2117,2021-01-01 2021-01-31,"Billings, MT",0.0,0.0,41.0,0.0,0.0
2118,2021-01-01 2021-01-31,Biloxi-Gulfport MS,0.0,0.0,0.0,0.0,100.0
2119,2021-01-01 2021-01-31,Binghamton NY,0.0,0.0,0.0,0.0,0.0
2120,2021-01-01 2021-01-31,Birmingham AL,0.0,0.0,0.0,0.0,0.0
2121,2021-01-01 2021-01-31,Bluefield-Beckley-Oak Hill WV,0.0,0.0,0.0,0.0,0.0
2122,2021-01-01 2021-01-31,Boise ID,0.0,63.0,11.0,0.0,0.0
2123,2021-01-01 2021-01-31,Boston MA-Manchester NH,38.0,6.0,2.0,0.0,35.0
2124,2021-01-01 2021-01-31,Bowling Green KY,0.0,0.0,0.0,0.0,0.0
2125,2021-01-01 2021-01-31,Buffalo NY,0.0,0.0,5.0,0.0,20.0
2126,2021-01-01 2021-01-31,Burlington VT-Plattsburgh NY,0.0,0.0,12.0,0.0,0.0
2127,2021-01-01 2021-01-31,Butte-Bozeman MT,0.0,0.0,43.0,0.0,0.0
2128,2021-01-01 2021-01-31,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
2129,2021-01-01 2021-01-31,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,54.0,10.0,0.0,0.0
2130,2021-01-01 2021-01-31,Champaign & Springfield-Decatur IL,0.0,0.0,0.0,0.0,41.0
2131,2021-01-01 2021-01-31,Charleston SC,0.0,0.0,0.0,0.0,0.0
2132,2021-01-01 2021-01-31,Charleston-Huntington WV,0.0,0.0,11.0,0.0,0.0
2133,2021-01-01 2021-01-31,Charlotte NC,19.0,40.0,5.0,3.0,9.0
2134,2021-01-01 2021-01-31,Charlottesville VA,0.0,0.0,0.0,0.0,0.0
2135,2021-01-01 2021-01-31,Chattanooga TN,0.0,0.0,0.0,0.0,0.0
2136,2021-01-01 2021-01-31,Cheyenne WY-Scottsbluff NE,0.0,0.0,0.0,0.0,0.0
2137,2021-01-01 2021-01-31,Chicago IL,25.0,17.0,5.0,1.0,6.0
2138,2021-01-01 2021-01-31,Chico-Redding CA,0.0,0.0,0.0,0.0,0.0
2139,2021-01-01 2021-01-31,Cincinnati OH,0.0,0.0,7.0,5.0,0.0
2140,2021-01-01 2021-01-31,Clarksburg-Weston WV,0.0,0.0,0.0,0.0,0.0
2141,2021-01-01 2021-01-31,Cleveland-Akron (Canton) OH,32.0,11.0,8.0,0.0,0.0
2142,2021-01-01 2021-01-31,Colorado Springs-Pueblo CO,0.0,0.0,18.0,0.0,0.0
2143,2021-01-01 2021-01-31,Columbia SC,0.0,0.0,17.0,0.0,0.0
2144,2021-01-01 2021-01-31,Columbia-Jefferson City MO,0.0,0.0,0.0,0.0,0.0
2145,2021-01-01 2021-01-31,Columbus GA,0.0,0.0,16.0,0.0,59.0
2146,2021-01-01 2021-01-31,Columbus OH,52.0,0.0,10.0,0.0,12.0
2147,2021-01-01 2021-01-31,Columbus-Tupelo-West Point MS,0.0,0.0,30.0,0.0,0.0
2148,2021-01-01 2021-01-31,Corpus Christi TX,0.0,0.0,0.0,0.0,0.0
2149,2021-01-01 2021-01-31,Dallas-Ft. Worth TX,14.0,9.0,8.0,4.0,6.0
2150,2021-01-01 2021-01-31,Davenport IA-Rock Island-Moline IL,0.0,0.0,0.0,0.0,0.0
2151,2021-01-01 2021-01-31,Dayton OH,0.0,0.0,0.0,12.0,31.0
2152,2021-01-01 2021-01-31,Denver CO,55.0,9.0,3.0,2.0,6.0
2153,2021-01-01 2021-01-31,Des Moines-Ames IA,0.0,0.0,8.0,11.0,0.0
2154,2021-01-01 2021-01-31,Detroit MI,27.0,19.0,5.0,0.0,6.0
2155,2021-01-01 2021-01-31,Dothan AL,0.0,0.0,42.0,0.0,0.0
2156,2021-01-01 2021-01-31,Duluth MN-Superior WI,0.0,0.0,0.0,0.0,100.0
2157,2021-01-01 2021-01-31,El Paso TX,0.0,0.0,0.0,12.0,0.0
2158,2021-01-01 2021-01-31,Elmira NY,0.0,0.0,0.0,0.0,0.0
2159,2021-01-01 2021-01-31,Erie PA,0.0,0.0,25.0,0.0,0.0
2160,2021-01-01 2021-01-31,Eugene OR,0.0,0.0,0.0,0.0,56.0
2161,2021-01-01 2021-01-31,Eureka CA,0.0,0.0,0.0,0.0,0.0
2162,2021-01-01 2021-01-31,Evansville IN,0.0,0.0,0.0,0.0,0.0
2163,2021-01-01 2021-01-31,Fairbanks AK,0.0,0.0,0.0,0.0,0.0
2164,2021-01-01 2021-01-31,Fargo-Valley City ND,0.0,0.0,32.0,0.0,0.0
2165,2021-01-01 2021-01-31,Flint-Saginaw-Bay City MI,0.0,0.0,9.0,0.0,0.0
2166,2021-01-01 2021-01-31,Florence-Myrtle Beach SC,0.0,0.0,0.0,0.0,0.0
2167,2021-01-01 2021-01-31,Fresno-Visalia CA,0.0,0.0,0.0,0.0,0.0
2168,2021-01-01 2021-01-31,Ft. Myers-Naples FL,0.0,0.0,18.0,8.0,0.0
2169,2021-01-01 2021-01-31,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,12.0,17.0,0.0
2170,2021-01-01 2021-01-31,Ft. Wayne IN,0.0,0.0,0.0,0.0,55.0
2171,2021-01-01 2021-01-31,Gainesville FL,0.0,0.0,0.0,0.0,0.0
2172,2021-01-01 2021-01-31,Glendive MT,0.0,0.0,0.0,0.0,0.0
2173,2021-01-01 2021-01-31,Grand Junction-Montrose CO,0.0,0.0,0.0,0.0,0.0
2174,2021-01-01 2021-01-31,Grand Rapids-Kalamazoo-Battle Creek MI,37.0,0.0,5.0,6.0,0.0
2175,2021-01-01 2021-01-31,Great Falls MT,0.0,0.0,0.0,0.0,0.0
2176,2021-01-01 2021-01-31,Green Bay-Appleton WI,0.0,0.0,9.0,0.0,0.0
2177,2021-01-01 2021-01-31,Greensboro-High Point-Winston Salem NC,0.0,0.0,10.0,7.0,0.0
